series,split,iteration,L1,PSNR
PlanA-96_3DGS,train,8000,0.011811268329620362,34.22857398986817
PlanA-96_3DGS,train,10000,0.011514270305633546,34.45012893676758
PlanA-96_3DGS,train,12000,0.01092133726924658,34.956365966796874
PlanA-96_3DGS,train,14000,0.01033825594931841,35.199362182617186
PlanA-96_3DGS,train,16000,0.010336383432149888,35.236304473876956
PlanA-96_3DGS,train,18000,0.01022002398967743,35.29217987060547
PlanA-96_3DGS,train,20000,0.0101316312327981,35.657988739013675
PlanA-96_3DGS,train,22000,0.009828241914510727,35.85801239013672
PlanA-96_3DGS,train,24000,0.009572447277605534,36.04436492919922
PlanA-96_3DGS,train,26000,0.00974665228277445,36.00086364746094
PlanA-96_3DGS,train,28000,0.00932509582489729,36.32759170532227
PlanA-96_3DGS,train,30000,0.009490738809108735,36.21563186645508
PlanA-96_3DGS,train,32000,0.009272060170769692,36.34787292480469
PlanA-96_3DGS,train,34000,0.008900029584765434,36.62777938842773
PlanA-96_3DGS,train,36000,0.009195537120103837,36.453842926025395
PlanA-96_3DGS,train,38000,0.009552922658622266,36.166805267333984
PlanA-96_3DGS,train,40000,0.00913469959050417,36.487935638427736

PlanA-96_ScaffoldGS,test,2000,0.04085171967744827,24.555223782857258
PlanA-96_ScaffoldGS,test,4000,0.038619934891661004,24.865110874176025
PlanA-96_ScaffoldGS,test,6000,0.04264861127982537,23.956993579864502
PlanA-96_ScaffoldGS,test,8000,0.04738289024680853,23.258374214172363
PlanA-96_ScaffoldGS,test,10000,0.05217258756359418,22.55715799331665
PlanA-96_ScaffoldGS,test,12000,0.05162422824651003,22.61384836832682
PlanA-96_ScaffoldGS,test,14000,0.05347265396267176,22.331883589426674
PlanA-96_ScaffoldGS,test,16000,0.05459748751794298,22.19560686747233
PlanA-96_ScaffoldGS,test,18000,0.054908877083410815,22.16316827138265
PlanA-96_ScaffoldGS,test,20000,0.05543156278630097,22.083993434906006
PlanA-96_ScaffoldGS,test,22000,0.05707260003934304,21.920331796010334
PlanA-96_ScaffoldGS,test,24000,0.05693632364273071,21.903872807820637
PlanA-96_ScaffoldGS,test,26000,0.057892008839795984,21.820053418477375
PlanA-96_ScaffoldGS,test,28000,0.05892753042280674,21.70245631535848
PlanA-96_ScaffoldGS,test,30000,0.05907245197643836,21.687442779541016
PlanA-96_ScaffoldGS,test,32000,0.05889120403056343,21.698790232340492
PlanA-96_ScaffoldGS,test,34000,0.05943014301980535,21.625118096669514
PlanA-96_ScaffoldGS,test,36000,0.0591924504066507,21.6733873685201
PlanA-96_ScaffoldGS,test,38000,0.05940040837352474,21.645009199778237
PlanA-96_ScaffoldGS,test,40000,0.06086899743725856,21.487538973490395

PlanA-96_ScaffoldGS,train,2000,0.02467864602804184,28.426811599731447
PlanA-96_ScaffoldGS,train,4000,0.01709789261221886,31.874843215942384
PlanA-96_ScaffoldGS,train,6000,0.013409885577857494,33.811031341552734
PlanA-96_ScaffoldGS,train,8000,0.012334691360592842,34.635284423828125
PlanA-96_ScaffoldGS,train,10000,0.01192045584321022,35.065730285644534
PlanA-96_ScaffoldGS,train,12000,0.010960812307894231,35.66860580444336
PlanA-96_ScaffoldGS,train,14000,0.009752864390611649,36.625606536865234
PlanA-96_ScaffoldGS,train,16000,0.009643360786139966,36.62822265625
PlanA-96_ScaffoldGS,train,18000,0.009102983586490155,37.177327728271486
PlanA-96_ScaffoldGS,train,20000,0.009296943247318269,37.046592712402344
PlanA-96_ScaffoldGS,train,22000,0.008859439752995968,37.43484344482422
PlanA-96_ScaffoldGS,train,24000,0.008834008127450943,37.43874435424805
PlanA-96_ScaffoldGS,train,26000,0.008840329572558403,37.47593460083008
PlanA-96_ScaffoldGS,train,28000,0.00821591643616557,38.0822639465332
PlanA-96_ScaffoldGS,train,30000,0.008614558167755604,37.75341873168946
PlanA-96_ScaffoldGS,train,32000,0.00835417490452528,37.93708190917969
PlanA-96_ScaffoldGS,train,34000,0.008552916906774044,37.90541152954102
PlanA-96_ScaffoldGS,train,36000,0.008585782535374165,37.849562072753905
PlanA-96_ScaffoldGS,train,38000,0.008121459186077118,38.286641693115236
PlanA-96_ScaffoldGS,train,40000,0.008015372324734926,38.311937713623045

PlanB-96_3DGS,test,2000,0.02591476279000441,27.32314920425415
PlanB-96_3DGS,test,4000,0.021174640161916614,28.83454656600952
PlanB-96_3DGS,test,6000,0.018548174838845927,30.022659142812092
PlanB-96_3DGS,test,8000,0.01733780582435429,30.53529405593872
PlanB-96_3DGS,test,10000,0.016772604237000145,30.777396996815998
PlanB-96_3DGS,test,12000,0.015828084123010434,31.170548121134438
PlanB-96_3DGS,test,14000,0.01580366639730831,31.34098768234253
PlanB-96_3DGS,test,16000,0.0153246089660873,31.382898807525635
PlanB-96_3DGS,test,18000,0.015191749747221667,31.565737883249916
PlanB-96_3DGS,test,20000,0.014981714698175589,31.692993481953938
PlanB-96_3DGS,test,22000,0.014699783486624558,31.8402361869812
PlanB-96_3DGS,test,24000,0.014558538018415371,31.83976570765177
PlanB-96_3DGS,test,26000,0.014495946777363617,31.999511877695717
PlanB-96_3DGS,test,28000,0.0144869953704377,31.933563550313313
PlanB-96_3DGS,test,30000,0.01431063733374079,32.037663777669266
PlanB-96_3DGS,test,32000,0.014308305612454811,32.00618521372477
PlanB-96_3DGS,test,34000,0.01429903150225679,31.966144561767578
PlanB-96_3DGS,test,36000,0.014216708795477945,31.956825733184814
PlanB-96_3DGS,test,38000,0.014212626808633406,32.05549319585164
PlanB-96_3DGS,test,40000,0.014068751440693934,32.12200053532918

PlanB-96_3DGS,train,2000,0.021750335767865184,29.394491958618165
PlanB-96_3DGS,train,4000,0.017239449732005595,31.06363868713379
PlanB-96_3DGS,train,6000,0.015211277268826963,32.03415069580078
PlanB-96_3DGS,train,8000,0.013461157307028772,33.20323715209961
PlanB-96_3DGS,train,10000,0.012619630061089994,33.594594955444336
PlanB-96_3DGS,train,12000,0.011714680306613446,34.16574478149414
PlanB-96_3DGS,train,14000,0.010873867012560368,34.72871398925781
PlanB-96_3DGS,train,16000,0.010749367810785771,34.8437126159668
PlanB-96_3DGS,train,18000,0.010568440705537797,34.91532745361328
PlanB-96_3DGS,train,20000,0.010448428243398667,35.18677749633789
PlanB-96_3DGS,train,22000,0.010065045394003392,35.41473922729492
PlanB-96_3DGS,train,24000,0.009858349151909352,35.645649719238286
PlanB-96_3DGS,train,26000,0.010068385675549508,35.52773513793945
PlanB-96_3DGS,train,28000,0.009613528847694397,35.94383239746094
PlanB-96_3DGS,train,30000,0.009647182933986188,35.983726501464844
PlanB-96_3DGS,train,32000,0.009548307023942472,35.972025299072264
PlanB-96_3DGS,train,34000,0.009167209081351758,36.30394592285156
PlanB-96_3DGS,train,36000,0.009360477142035962,36.16680603027344
PlanB-96_3DGS,train,38000,0.009907706268131734,35.775177001953125
PlanB-96_3DGS,train,40000,0.00932584498077631,36.20682983398438
