series,iteration,test_L1,test_PSNR
PlanA-279_3DGS,40000,0.010601852435086455,35.16890117100307
PlanA-96_3DGS,40000,0.01302713652451833,33.41201829910278
PlanA-96_ScaffoldGS,40000,0.06086899743725856,21.4559631
PlanB-96_3DGS,40000,0.014068751440693934,32.12200053532918
