dataset,run_name,experiment_name,run_dir,run_mtime,scene_id,ckpt_from_name,sample_rate_from_name,n_views_from_name,submap_every_from_name,profile_from_name,parse_pattern,test_metrics_file,test_output_label,test_protocol,use_legacy_test_output,run_key,analysis_key,train_json_status,test_json_status,ate_json_status,train_avg_lpips,train_avg_psnr,train_avg_ssim,test_avg_lpips,test_avg_psnr,test_avg_ssim,n_train_frames,n_test_frames,test_variant_rank,ate_compared_pose_pairs,ate_rmse,ate_mean,ate_median,ate_std,ate_min,ate_max,psnr_drop_train_to_test,ssim_drop_train_to_test,lpips_increase_train_to_test,generalization_risk,ate_compare_scope,ate_compare_note,_merge
dl3dv_2,reggs_dl3dv2_dl3dv-ckpt_sr30_nv10,dl3dv_2__reggs_dl3dv2_dl3dv-ckpt_sr30_nv10,/home/bzhang512/CV_Project/output/part2/dl3dv_2/reggs_dl3dv2_dl3dv-ckpt_sr30_nv10,1774789435.2352087,main,dl3dv,30.0,10.0,,,fallback,eval_test.json,sampled,sampled_test,True,dl3dv_2__reggs_dl3dv2_dl3dv-ckpt_sr30_nv10,dl3dv_2__reggs_dl3dv2_dl3dv-ckpt_sr30_nv10__test-sampled,ok,ok,ok,0.0021294286125339,51.77428016662598,0.9992089867591858,0.48079784065485,15.628807640075683,0.4424963802099227,10,10,1,10.0,2.377937142371868,1.990844217695073,1.4313194452510745,1.3004323719216522,1.0862434488630492,5.3152239765571965,36.14547252655029,0.556712606549263,0.478668412042316,high_gap,within_dataset_only,ATE scale can differ by dataset. Compare ATE RMSE only within the same dataset.,left_only
dl3dv_2,reggs_dl3dv2_dl3dv-ckpt_sr50_nv10_sm2_stable_v1,dl3dv_2__reggs_dl3dv2_dl3dv-ckpt_sr50_nv10_sm2_stable_v1,/home/bzhang512/CV_Project/output/part2/dl3dv_2/reggs_dl3dv2_dl3dv-ckpt_sr50_nv10_sm2_stable_v1,1774804572.4704654,main,dl3dv,50.0,10.0,2.0,stable_v1,general_new,eval_test.json,sampled,sampled_test,True,dl3dv_2__reggs_dl3dv2_dl3dv-ckpt_sr50_nv10_sm2_stable_v1,dl3dv_2__reggs_dl3dv2_dl3dv-ckpt_sr50_nv10_sm2_stable_v1__test-sampled,ok,ok,ok,0.002670478267828,50.933285522460935,0.9989416897296906,0.5276270906130472,14.574976126352944,0.4039711356163025,10,6,1,10.0,2.30841344291814,1.9680230353527215,1.4314364183000197,1.206506508795639,1.0992205666285009,4.987842081649144,36.35830939610799,0.5949705541133881,0.5249566123452193,high_gap,within_dataset_only,ATE scale can differ by dataset. Compare ATE RMSE only within the same dataset.,left_only
