experiment_name,scene,plan,variant,model,run_name,iter,split,l1,psnr,log_path
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,12000,train,0.014307856932282448,32.12773132324219,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,14000,test,0.0158425701249923,30.361446244376044,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,14000,train,0.012989016249775887,32.9797477722168,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,16000,test,0.015677651190864186,30.385207857404435,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,16000,train,0.012339127250015736,33.41791915893555,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,18000,test,0.015399450635803596,30.540890284946986,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,18000,train,0.012598332948982716,33.31315460205078,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,20000,test,0.015065849625638552,30.63718100956508,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,20000,train,0.011731282621622086,33.65962448120117,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,22000,test,0.01474952238744923,30.72443539755685,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,22000,train,0.012132416106760503,33.55858383178711,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,24000,test,0.014773655815848281,30.754624094281876,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,24000,train,0.011376952566206456,34.00730514526367,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,26000,test,0.01524088844390852,30.65078680855887,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,26000,train,0.011196031980216504,33.92427978515625,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,28000,test,0.015069861364151749,30.703544207981654,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,28000,train,0.011687149479985238,33.83043441772461,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
405841__planA__colmap_108__scaffold__final_40k_eval2k,405841,planA,colmap_108,scaffold,final_40k_eval2k,30000,test,0.014607231531824383,30.844913618905203,/home/bzhang512/CV_Project/output/part1/405841/planA/colmap_108/scaffold/logs/405841__planA__colmap_108__scaffold_final_40k_eval2k.log
